English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
Kareena recently became the showstopper at India Couture Week 2018.,??? ?? ??? ????? ?? Couture Week 2018 ????? ??? ????? ??? ???? ????? ???? ????? ?? ???? ??????? ??? ??? ????? ?? ???? ??? ?? ??????? ?? ??? ??? ?????,10,31,21
"After the US, France has also conveyed its anguish to Pakistan over the release of Mumbai terror attack mastermind Hafiz Saeed, who heads the UN- proscribed outfit Jamaat-ud-Dawah (JuD).",??????? ?? ??? ?????? ?? ?? ????? ???? ?? ????? ???????????? ????? ??? ?? ???? ???? ?? ???? ????????? ?? ???? ?????? ?? ???? ??? ???? ??.,29,27,2
"So did Vikram Mandavi, an ex-Salwa Judum leader of the area who is now an active Congress party leader of the Bijapur district","??? ??? ?? ????? ?? ????? ???? ????? ???? ?????? ?????? ?? ?? ???? ??? ???, ?? ?? ??????? ???? ?? ?? ?????? ????????? ???? ???",23,26,3
"""The victim womans husband lodged a complaint with police in this regard.",?? ???? ??? ????? ?? ?? ?????? ??? ????? ?? ???,12,11,1
This is your responsibility.,?? ?? ?????????? ?? ?? ???,,6,6
All the injured have been shifted to hospital for treatment.,"??? ?????? ?? ????? ?? ??? ??????? ??? ????? ????? ??? ??, ???? ???? ????? ?? ??? ???",10,18,8
"While the key challenge is execution, reflected in the falling turnover to gross block (gross fixed assets) at 6.8 times in 2010-11 from 10.5 in 2006-07, things could improve next year","??????? ???????? ?? ???? ??? ?????? ?????? ?? ????? ??? ??? ????? (??? ?? ????????) ?? ???? ??????? ??? ???? ?? ?? 2006-07 ?? 10.5 ???? ?? ?? ?? 2010-11 ??? 6.8 ???? ?? ???, ????? ???? ??? ????? ??? ????? ? ???? ???",31,44,13
"""I never imagined myself as just an ordinary player"""".""",????? ??? ?? ?? ?????? ??????? ?? ??? ??? ???? ?? ?????? ???? ??.,9,14,5
But the Kaffeeklatsch readers are most welcome. Anytime.,?????? ?? ???? ?? ?????? ?? ????? ?? ??? ?? ?????? ???,8,12,4
"In Turkey, media freedom was already under siege in early 2016, with authorities arresting, harassing, and expelling journalists and shutting down or taking over news outlets, said the groups report on its annual census of imprisoned journalists.","???? ?? ???? ???? ?? ????????? ?? ??????? ?????? ?? ??????? ???? ???? ??? ???, ‘‘?????? ??? ???? 2016 ?? ?????? ?? ?? ?????? ?? ?????????? ???? ?? ?? ???",37,30,7
He said the aim of the Government is to take India to new heights of growth.,???????? ??? ?? ????? ?? ???????? ???? ?? ????? ?? ??? ???????? ?? ?? ???? ???,16,16,0
"Congress leader Shashi Tharoor said, Sad that former Chief Election Commissioner TN Seshan has passed away in Chennai","????? ????? ????? ?????? ????? ?????? ?? ????? ????, ‘?? ????? ??? ??? ?? ??? ?? ?? ???? ???? ?? ????? ??? ???? ???",18,24,6
"""The motorcycle is based on the tubular steel chassis and aluminium swingarm borrowed from Husqvarna",?? ?????????? ??????? ????? ????? ?? ????????? ?? ???? ??????????? ????????? ?? ?????? ???,15,14,1
"Munda also said that in the leadership of PM Modi country is progressing, while in the hands of BJP national president Amit Shah is growing.",??? ?? ???????? ??? ?? ???? ???? ?? ?????? ??? ??? ?????? ?? ??? ?? ??.,25,16,9
Directory to remove from configuration file,?????????? ???? ???????????? ????? ?? ?????? ??,6,7,1
"In rangoli, Seema and Kiran got the first prize, followed by Sonia and Ruchi, while Shruti bagged first place in the declamation contest and Monika was adjudged second.","?????? ??????????? ??? ?????? ? ????? ?????, ???? ? ?????? ???????, ?????? ? ???????? ????? ????? ?? ????",28,18,10
"""The main reasons behind infant deaths remain to be lack of access to water, sanitation, proper nutrition or basic health services.","??? ?????? ????? ?????? ???? ????, ????, ???? ???? ?? ???????? ????????? ?????? ?? ??? ?? ???? ???? ???",21,19,2
Step 2: Click on the results section.,????? 2- ?????? ???? ?? ?????? ?? ????? ????.,7,9,2
A family court in Ahmedabad has rejected the plea of a man seeking to divorce his wife on the grounds that she has a beard and masculine voice.,?????? ?? ???????? ?? ?? ????????? ????? ?? ?? ??????? ?? ?? ?????? ?? ????? ?? ???? ?? ?????? ???? ???? ????? ?? ?? ???? ?? ???? ????? ?? ?? ??? ????? ?? ?? ???? ???? ??????? ???? ??.,28,39,11
"CSK, on the other hand, are sitting pretty at the second spot with 14 points from 10 games and a win from their remaining four games would be enough to seal their place in the play-offs.",????? ??? ?????? ?? ??? 10 ????? ??? 14 ??? ?? ??? ????? ????? ?? ?? ?? ???? ??? ??? ????? ??? ?? ??? ???? ?? ??? ???? ??? ????? ?? ?????,36,32,4
"This model also introduced a new headlamp assembly, 1,320 mm wheelbase, and standard twin-tone horn and trip meter.","?? ???? ?? ?? ??????? ??????, ????? ?? ???? ?? ????? ????? ?? ??? ?? ???? 1,320 ???? ?? ???? ?? ???? ???? ???? ????? ??? ????? ???? ?? ?? ?????? ???? ???",18,33,15
"Earlier, welcoming the audience, Director General, NIFT Shri Sudhir Tripathi, spoke of the contributions of NIFT to the development of fashion education and industry and said that the institute provides students an intellectually stimulating environment.","???? ????, ??????? ?? ?????? ???? ???, ????? ????????? ???? ????? ????????, ???? ?????? ?? ?????? ?? ????? ??? ????? ?? ?????? ?? ??? ??? ?? ??? ?? ??????? ??????? ?? ??????? ??????? ?? ?? ????? ??????? ?????? ???? ???",35,40,5
"According to Atul Singh, president & CEO, Coca-Cola India, Coca-Cola India has always believed in promoting a healthy, active lifestyle through sports and has had a long term association with various sports globally.","???? ???? ?????? ?? ????? ????? ??????? ?? ??????? ???? ???? ?? ???? ??, '???? ???? ?????? ?? ????? ?? ??? ?? ??? ???? ???",33,25,8
"""The results of the Civil Services (Main) Examination, 2017 were declared vide Press Note dated 27.04.2018 recommending 990 candidates in order of merit for appointment to IAS, IFS, IPS and Central Services Group A and Group B against 1058 vacancies.","????? ???? (??????) ???????, 2017 ?? ??????, ?????? 27.04.2018 ?? ????? ??? ?????? ????? ???? ??? ??, ?????? 1058 ????????? ?? ???, ?????? ????????? ????, ?????? ????? ????, ?????? ????? ???? ?? ????????? ???? ?? ???? ‘?’ ??? ???? ‘?’ ??? ???????? ???? ??????????? ??? 990 ??????????? ?? ??????? ?? ?? ???",,,0
"""The result may be that some will come to glorify God. 1 Peter 2: 12.",???????????? ??? ??? ???? “????????? ?? ????? ” ???? ???? ? — ? ???? ?: ??.,15,16,1
Ex-Army official killed in land feud,??????? ?? ????? ?? ???? ????? ????? ?? ???,6,9,3
Raman Singh casts his vote in Rajnandgaon,??? ???? ?? ???? ???,7,5,2
My family is extremely happy.,???? ?????? ???? ??????????? ???,5,5,0
30-yr-old man booked for raping minor,??????? ?? ??? ???????? ???? ?? ???? ??? 30 ?????? ??????? ????????,6,12,6
"""The police have recovered three cars, five motorcycles and one Activa scooty.","????? ?? ?????? ?? ?????? ?? ???? ?? 6 ????, ?? ??????? ?? ????? ??? ????? ?? ???",12,18,6
"During the testing, the participants and our actors did not share information.","??????? ?? ?????, ???????????? ?? ????? ???????? ?? ??????? ???? ???? ???",12,12,0
He immediately switched off his phone after the call.,???? ????? ??? ???? ??? ?? ?????,9,7,2
"""The trailer of the film made much noise the moment it was released.",?? ????? ?? ???? ?? ????? ???? ?? ???? ??? ???? ??.,13,12,1
yet I will rejoice in Yahweh. I will be joyful in the God of my salvation!,"???? ??? ????? ?? ???? ??????? ?? ??? ??????, ?? ???? ????????????? ???????? ?? ?????? ??? ??????? ????????",16,18,2
"""Raviv Byron, the founding president of IFIICC, told, """"Tata has done a lot for India-Israel ties.""","????-??????? ??????? ?? ?????? ?? ??????? ???? ?????? ?? ???, ???? ?? ????-??????? ??????? ?? ??? ???? ??? ???? ???",16,20,4
Shahid Kapoor looks suave with his pretty wife Mira Rajput in this picture,?? ????? ??? ????? ???? ?????? ?? ??? ?? ????? ???? ?? ???,13,13,0
"""The company has not revealed the specifications of iQoo 5 but according to media reports, the device will likely be the successor of iQoo 3.",????? ?? ?????? ?? ??? iQOO 3 ??? ?? ????? ??? ????? ?????,25,13,12
Priyanka Chopra and Nick Jonas are spoken about a lot on social media.,???? ?????? ?? ????? ????? ?? ??? ??? ?? ???????? ?????? ?? ??? ???? ???? ???? ???? ????,13,18,5
"Honble Speaker, I mentioned climate change.","??????? ?????, ????? climate change ?? ?????? ?????",6,8,2
Nearly 75% of the State 's total workforce is engaged in agriculture and allied activities.,????? ?? ??? ????? ?? ?? ???? 75% ???? ?? ??????? ???????????? ??? ??? ??? ????,15,16,1
"""The pulpit stands to the left of the altar.",????????? ???????? ?? ?????? ?????? ?? ??? ??? ???,9,9,0
Unsupported clipboard format.,???????? ?????????? ????????,,,0
All production at the plant has been stopped.,??? ??? ?? ????????? ?????? ?? ?????? ??? ??? ?? ?? ??.,8,12,4
Id seen this with my own eyes.,????? ???? ????? ?? ???? ???,7,6,1
"""The phone is likely to be available in gradient blue and green colour options.",??? ?????? ???? ?? ????? ??? ??? ????? ??? ?????,14,10,4
"TO THINK ABOUT: Does the resilience evident in nature point to a wise Creator? Psalm 104: 24, 25.","???? ?????: ???? ??? ?? ??????? ?? ??????? ?? ???????? ?? ??? ?? ???? ???? ?? ??? ????????? ??? ??? — ??? 104: 24, 25.",18,25,7
Meanwhile the Ministry of Home Affairs...,??? ??? ????????? ??? .,6,5,1
Local to Global: Khadi Masks to Hit Foreign Markets,??????? ?? ???????: ???? ????? ?? ?????? ??????? ??? ?????,9,10,1
"""The starting fare of 999 is applicable on flights originating from Bagdogra, according to GoAirs site.",999 ????? ?? ??????? ?????? ??????? ?? ?????? ???? ??????? ?? ???? ??.,16,13,3
"According to the INST team, the solid lipid nanoparticles (SLNs) can help enhance the oral uptake of the therapeutic agent by retaining a solubilized state of the drug in the Gastrointestinal Tract and favors the formation of mixed micelles (a special case of solubilization) by inducing the secretion of bile salts and phospholipids","???????? ??? ?? ??????, ??? ????? ?????????????? (??????) ??? ??? ??? ?? ??????? ?????? ?? ?????? ???? ??? ????????? ????? ?? ?????? ?? ?????? ??? ??? ?? ???? ??? ?? ??????? ??????? (??? ????? ?? ?? ????? ??????) ?? ??????? ?? ?????? ???? ??? ??? ???? ??? ????? ??? ?? ??????????? ?? ????? ?? ??????? ???? ???",,,0
He has not talked to anyone about it.,??? ?? ?? ???? ???? ?? ??? ???? ?? ??.,8,10,2
"""The police have arrested both the accused and they were presented before Court.",????? ?? ????? ???????? ?? ?????? ?? ??? ???? ????? ??? ??? ?? ?????? ?? ?? ???? ???,13,18,5
"""The iPhone 11 Pro will also come in 256GB and 512GB storage variant, which are kept at $1149 and $1349 respectively.","""???? iPhone 11 Pro ?? 64GB ???? ?? ???? Rs 99,900, 256GB ???? ?? ???? Rs 1,13,900 ?? 512GB ???? ?? ???? Rs 1,31,900 ???",21,25,4
"Apart from Gujarati, Hindi and English languages, Mahadev also knew Marathi and Bengali.","?????? ?? ???????, ?????? ??? ???????? ????? ?? ?????? ?? ?????? ???",13,12,1
Building which has been obtained on lease basis.,??? ???? ????? ????? ?? ???? ??? ???,8,8,0
Railway and Coal Minister Piyush Goyal.,?? ???? ?? ???????? ????????? ?? ????? ?????? ????? ???? ???,6,11,5
"Vodafones Rs 151 prepaid plan also offers unlimited voice calls including local, STD, and roaming calls within India.",169 ????? ???? ??????? ????? ?? ??? ???? ????????? ???? ?????? ?? ?????? ???????,18,14,4
Delay in justice cant be a reason for anybody to take law into their hands.,????? ??? ???? ???? ?? ??????? ?? ????? ??? ??? ???? ?? ??? ???? ????? ??????,15,16,1
He later lodged a complaint with the local police.,???? ??? ???????? ????????? ????? ?? ?????? ?? ?,9,9,0
People are falling sick due to this.,?? ???? ????? ?? ????????? ?? ????? ??? ??? ???,7,10,3
Digvijay Singh is the Congress candidate from Bhopal.,????? ?? ???????? ????????? ???????? ???? ?? ???? ???? ????,8,10,2
Police have registered case and started search against the accused.,?? ???? ??? ????? ?? ???????? ?? ????? ????? ???? ?? ???? ???? ?? ?? ???,10,16,6
"I never, even for one day, forgot about Jehovah, says one sister, reflecting on the time she spent away from Gods organization.","????????? ?? ????? ?? ??? ???? ????? ????? ?? ???? ??? ?? ??? ???? ??, “??? ?? ?? ?? ??? ?? ????? ?? ???? ???? ?",22,26,4
This makes it quite unique,??? ??? ??? ??????? ??????? ??? ???? ???,5,8,3
Till the filing of the report none of the accused was arrested.,??? ???? ???? ?? ???? ?? ????? ?? ????????? ???? ?? ??? ???,12,13,1
"""The legal dispute that came to light in the court unearthed that the same company supplied kits to Tamil Nadu govt at Rs 400 per kit but to ICMR the rate was at Rs 600.","????? ??? ?? ?????? ????? ????? ??? ?? ?? ?? ????? ?? ???????? ????? ?? 400 ????? ????? ??? ?? ????? ?? ??????? ??, ????? ???????? ?? ??? ?? ?? 600 ????? ???",35,33,2
Police is currently probing the case.,?????? ????? ????? ?? ???? ?? ??? ???,6,8,2
"""The gist of the article 'These Remedies are not Enough', published on 9th June, was given to the court and jury. 9",??? ?? ???????? ??? “ ?? ???? ???? ???? ??? ” ?? ??? ????? ?? ???? ?? ????? ???????? ???? ???.,22,21,1
"Hence the SOS to the Centre: tame the tormentor, call back her chief gestapos.","??????, ?????? ?? ??? ???? ????? ???? ??? ????? ?? ????? ????, ???? ??? ??????????? ?? ???? ????.",14,18,4
Beijing fears that exiled Uighur members of the East Turkestan Islamic Movement (ETIM) are passing through the Wakhan into Xinjiang to carry out attacks.,?????? ?? ?? ?? ?? ???? ??????????? ???????? ??????? (ETIM) ?? ???? ????? ???? ?? ??? ??????????? ?? ????? ?? ?????? ??? ?? ????????? ?????? ??? ?????? ?? ??? ???.,24,30,6
We have sent you with the Truth to proclaim good news and to warn. Never has there been a nation but a warner came to it.,"???? ??????? ???? ?? ??? ???? ??, ???-????? ???????? ?? ????????? ?????? ?? ?? ?? ?????? ?????? ??, ????? ?????????? ?? ????????? ??? ??",26,24,2
"""The 50-share NSE Nifty ended in negative terrain with a marginal fall of 9.70 points, or 0.12 per cent, at 7,842.70.","????? ????? ???????? ?? ?????? ?? 9.70 ??? ?? ?????? ?????? ?? ??? 7,842.70 ??? ?? ??? ????",21,18,3
Congress has also backed the move.,?? ??? ?? ???????? ?? ?? ?????? ?????,6,8,2
A court sent him to jail.,????? ?? ??? ??????? ?????? ??? ??? ??? ???? ????,6,10,4
This is also Naturally.,?? ????????? ?? ???,,,0
"Days after his successful India visit, US President Barack Obama has given a new thrust to the Asia Pacific re-balance in his annual budget and asserted that the region remains a key priority for him.",???? ?? ???? ??? ?????? ?? ??? ??????? ?????????? ???? ????? ?? ????? ??????? ??????? ??? ?????? ???? ???? ?? ???? ??? ??? ??? ??? ???? ?? ??????? ???? ?? ?? ?? ???? ??? ?????????? ???? ??????? ???,35,38,3
Recoverable payment,????? ????? ?????????,,,0
"""The Modi government has not paid heed to the demands to increase the number of workdays to 200 and to allow them to be registered at the worksites in every gram panchayat.",???? ????? ?? ?????? ?? ??? ??????????? ?? ?????? ?????? 200 ???? ??? ????????? ?? ?? ??????? ????? ?? ?????? ???? ?? ?????? ?? ??????? ?? ???? ???,32,28,4
Water flow in the lake increased due to heavy rains.,???? ????? ?? ???? ???? ??? ?? ?????? ?? ??????,10,10,0
This is definitely unimaginable for mankind.,??????? ??? ?? ???? ???? ?? ??? ?? ?? ??? ???????? ???,6,12,6
she 's got seven kids.,?? ?? ?? ??? ????? ????,5,6,1
"""They said her health condition is deteriorating.",????? ?? ??? ?? ?? ???? ????? ?? ???? ?? ?? ???,7,12,5
Ish Sodhi (Base price Rs 50 lakh),?? ????? (??? ?????? 50 ??? ?????),7,7,0
"And do not eat of that on which Allah 's name has not been mentioned, and that is most surely a transgression. and most surely the Shaitans suggest to their friends that they should contend with you. and if you obey them, you shall most surely be polytheists.",?? ??? (??????) ?? ????? ?? ??? ? ???? ??? ????? ?? ?? ??? (???????) ?? ???? ?????? ?? ?? ?????? ?? ???? ??? ??????? ?? ??? ??? ????? ???? ?? ???? ??? ???? ?? ????? (?????) ????? ???? ???? ?? ??? (????) ????? ???? ???? ??? ???? ?? (??? ??? ??) ??????? ??? ?? ?????? ??,,,0
"Ar - Rz, a ninth - century Persian considered by some to have been the greatest physician of the Islamic world of that time, wrote the first medically accurate description of smallpox.","????????? ?? ??? ????? ???? ????? - ?? - ????? ?? ???? ???? ???????? ????????? ?? ??? ?? ??????? ???? ??, ????? ??? ???? ???? ?? ?? ???? ????? ??? ????? ?? ????? ?? ?? ??? ??? ?",32,38,6
"Ramit Bhasin, managing director and head of global markets, RBS, says, The headwinds that were impacting India will no longer be there in the second half of the year and we can see a 10 per cent upside by the end of the year from these levels","?????? ??? ?????? ?????? ?? ??????? ??????? ?? ?????? ???? ???? ?? ???, '???? ?? ??? ??? ??? ???? ??? ?? ????? ????? ??? ???? ?????? ?? ??? ?? ??? ?? ?????? ???? ??? 10 ????? ????? ??? ???? ????",47,40,7
